"","Country_Standard","OZONERAW","PM10RAW","INDOORRAW","NLOADRAW","OVRSUBRAW","HARVESTRAW","AGSUBRAW","MORTALITYRAW","ENEFFRAW","CO2GDPRAW","RENPCRAW","OVRFSHRAW","WATSUPRAW","ACSATRAW","PWIRAW","PACOVRAW","WATAVL","NOXKM","SO2KM","VOCKM","COALKM","CARSKM","FOREST","TFR","EFPC","U5MORT","DISCAS","DISEXP","GASPR","ENEFF","ISO14","CO2GDP","CO2PC","WIND","DRY","WET","HOT","COLD","SST","VOLCANO","EARTHQK","TSUNAMI","SLIDES","LAND","DISP","ISOL","RELIEF","BORD","IMBAL","OPEN","MIG","ENDEM","INTRO","ENDANG","EXTINCT","FRAG","FARM","FERTL","BIOTECH","PRDOF","SULPH","MINING","VEH","POPDN","TOUR","CSTPOP","AGRMT","CLMCHG","FERTCON","LIFEEXP","SECENR","CULTOT","PRODHA","MTCATCH","CATCHSC","LANDAREA","WATICEAREA","TOTALAREA","INDOOR","ECORISK","PRTBRD","PRTMAM","PRTAMPH","ANTH10","ANTH40","ACEXC","GR2050","WATSTR","FORCERT","UND_NO","WATSUP","PRAREA","RENPC","PECR","ENROL","LOW","VEG","VEGLO","DEG","RESRV","WATER","POPGRTH","CROPLAND","FORESTAR","POPCOAST","CHLDIMM","URBANPCT","INVEST","MODPCT","CULPCT","CEREAL","STARCH","SUGARS","OILNUTS","PULSES","FRUIT","MEATS","DAIRY","FPPCT","FSPCT"
"25","Brunei Darussalam",23.17,38.42,70,16731.0132727273,13.5706060606061,0.44,0,0.34,8519.64067039106,365.719382022472,0,3,81.4008771929824,67.1454545454545,71.98,1,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,33.29,-0.2,2.34,2.54724137931034,6,39.3760810810811,0.554934210526316,0.49,8.20536144578313,0.94,366.078314606742,18.86,358.503325991189,-20.8,11.4,3.01460373216246,0.986160263446762,6.16,0,0,0,11.5416254276943,5270,102.846299810247,950,2762.1010989011,1,0.238335526936378,1877.38031268493,3.60531309297913,5518.2432458196,0.189753320683112,24.2884250474383,0,0.324857685009488,102.084421252372,3637.70225810391,0,868700.886551325,1.66223908918406,2845.96021252372,17.8193832454895,65.2092979127135,182.92220113852,139.292120238554,29,3.4628,1576.68641891892,75.76,90,8,1.3,1.29,26,5797.99,21.39,5819.38,70,98.62,4.59693333333333,14.9130322580645,5.66,1.75,15.92,0,85,25.2959731543624,0,16.9328859060403,80.2409375,56.2,0,97,15.11,33.3333333333333,30.4293333333333,-0.617032258064516,100,7.37727272727273,77.7750165173611,1.43727774154212,1.3283,83.9,47.7872340425532,98,71.6,20.5970138888889,36.8,1.5,1,39,0,2,30,25,40,0,17,17
"26","Bhutan",58.92,41,44.31875,12.32,0,0.94,0,7.52,6372.96,252.08,104.57,4.32624113475177,62,70,28.58,1,22.12,0.02,0,0.05,0.04,42.1457055214724,0,4.7,2.54724137931034,94,5.44,0.85,0.95,8.20536144578313,0,252.08,0.19,343.242240578675,-46.4463276836158,32.5446327683616,77.6058665786044,52.5772330687518,8.23519272108843,0,0,0.297734705555556,0,47000,22.8723404255319,0,7456,2,0.07288927129776,3.4468085106383,0.638297872340425,1638.29787234043,0.276595744680851,0.851063829787234,0,0.0698936170212766,167.346936170213,3.40425531914894,0,616860.446235162,0.0817021276595745,12.1957446808511,17.8193832454895,45.1914893617021,657.701573397486,0,19,1.41884610516129,1576.68641891892,66.2676774193548,71.6473988439306,195,4.80584795321637,3.22445859872611,40.343949044586,38028.67,94.87,38123.55,45.1656050955414,56.29,2.68,22.22,14.29,2.49,0,0,113,0,0,16.9328859060403,62,30.2,108.47,44.16,25.332323943662,0,61.8,-0.34,6.52173913043478,21.2,0.0210526,2.20374601914402,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,64.8,4.1,60.7167630057803,87.5838150289017,67.4219653179191,69.7514450867052,86.635838150289,83.5086705202312,85.1734104046243,71.3236994219653,76.4682080924856,71.9239766081871
"27","Botswana",27.63,58.1812138728324,65,508.65,30.56,0.14,0,15.06,3486.82,162.39,0,4.32624113475177,95,41,60.83,1,19.7,2.65,1.32,13.59,0.29,1.35,-0.9,3.46,2.7,110,1.07,0.26,0.67,3.49,0.14,162.39,2.23,312.729552829466,-76.8,4.4,26.0533114598882,55.5155612134957,8.23519272108843,0,0,0.297734705555556,0,566730,7.08097330298378,0,976,2,0.07288927129776,3.12318035043142,0.0599932948670443,35.2901734512025,0.00529352601768038,0.0211741040707215,0,0.0180279851075468,0.789484587016745,5.49468000635223,0,616860.446235162,0.0983184232350502,1.74299960446774,0.0429304960033879,2.86203306689252,1.29832548126974,0,44,0.54176,109.33,46.09,73,693,0.7,0.67,13,559515.8,11977.32,571493.12,65,8.01,1.81,4.27,0,77.19,0.08,0,-43,14.51,0,24,95,30.2,0,100,4.65,0,100,-0.5,11.5191986644407,18,3.7931,0.612063661217784,0.61052,21.9,0,76,49.78,17.93,54.6,1.2,33,34,0,23,45,19,100,47,38,17
"28","Central African Republic",20.01,49.48,99,112.12,0.49,0.15,0,22.82,1362.08,58.8,14.95,4.32624113475177,75,27,28.24,1,57.73,0.61,0.29,3.29,0,0.05,-0.1,4.86,1.48,180,0.09,0.01,1.64,1.19,0,58.8,0.07,171.250967793011,-12.6,16,2.48960402643751,23.9792417491311,8.23519272108843,0,0,0.297734705555556,0,622980,8.35179299495971,0,1085,5,0.07288927129776,0.380429548300106,0.0577867668303958,165.334360653633,0.011236315772577,0.0417348871552859,0,0.0390173039262898,104.126229541879,0,0,616860.446235162,0.0623133968987768,1.62140165013323e-07,17.8193832454895,5.80275450255225,0.0136440977238435,0,45,0.023109,1.55,44.41,12,2326,1.9,3.22445859872611,40.343949044586,622868.42,0,622868.42,99,2.14,0.56,6.7,0,62.35,0.01,0,65,0,0,44,75,16.6,15.33,53,1.92,0,15.9,-0.42,1.76848874598071,8.2,0.0496454,1.82572006954094,3.2425,36.8,0,46,40.78,14.3,52,3.7,83,100,94,98,95,100,100,99,96,95
"29","Canada",48.54,22.35,0,13.15,1.66,0.68,4.13,0.28,14227.02,168.23,25.9,3,100,100,8.92,0.76,86.59,0.08,7.52,7.46,4.47,48.97,0,1.5,8.56,7,0.05,0.02,0.84,13.39,1.34,168.23,18.25,460.451380478905,-27.8,12.8,467.501732797058,348.159702797623,13.146,0.325345381234295,0,0.0075323,0,9220970,29.7599927122635,0,5959,2,-0.0392883081595739,25.6182375606905,0.00965191297661743,17.2433052054177,0.00639845916427447,0.00563931994139445,0.000759139222880022,0.0978096664450703,136.017571687144,332.058340933763,485,513438.686348672,0.299376312904174,0.00115844645411491,0.55807892228258,1.265485084541,2.01492901506024,0.302450935205298,136,4.5695,604.35,78.97,105,48388,2.5,1.26,25,9458906.77,145065.66,9603972.43,0,6.88,1.88,8.29,2.27,88.23,0.82,5.39,16,0.87,1.72,1,100,6.3,25,91.0238414634146,59.2,22.1770917952884,91.2,0.07,2.10270926000809,9.1,1.64599,1.00616095665922,4.9561,26.5,24,93,77.02,18.84,24.6,5.2,100,100,59,100,94,19,100,100,84,93
"30","Switzerland",44.59,25.76,0,40.04,0,1.17,56.13,0.27,5361.03,31.71,29.08,4.32624113475177,100,100,2.71,0.14,5.55,2.56,0.48,4.01,0.16,104.08,0.4,1.37,5.26,6,0.01,0.83,1.46,5.5,5.28,31.71,6.25,733.471376305718,-53.6,146.6,229.855153545246,112.348231906572,8.23519272108843,0,0,0.297734705555556,50.5689001264222,39550,46.826801517067,0,4391,5,0.07288927129776,2757.597977244,0.859671302149178,25.2844500632111,0.404551201011378,1.08723135271808,0,1.79810366624526,3936.22005764855,2896.38432364096,2,616860.446235162,2.36814159292035,0,86.2789380530973,186.750948166877,278.128950695322,0,172,1.7062,2509.5,79.16,98,559,6,0.88,18,38975.12,221.59,39196.71,0,42.75,1.04,6.67,4.76,3.41,11.47,36.9,-3,0,25.28,1,100,28.8,29.1,95,42.14,25,44.8,0,0,25.7,6.5,0.287812301545556,11.1,30.3,0,83,67.7,19.58,78.4,14.1,70,81,87,28,44,45,80,100,67,1
"31","Chile",29.17,65.2,15,128.37,16.49,1.63,1.02,0.43,6832.07,201.26,23.83,7,95,92,42.79,0.77,20.28,0.67,6.7,1.04,0.29,6.89,-0.1,2.35,3.04,12,1.21,1.43,0.95,6.54,0.52,201.26,3.91,287.179219077413,-61,26.2,100.369667133966,53.8017475665299,2.85,279.113247863248,1,0.140015,0,748800,113.159722222222,0,6880,3,-0.0464257362421574,29.6714743589744,0.0747863247863248,3748.66452991453,0.0333867521367521,0.118856837606838,0.00133547008547009,0.105973557692308,274.766030982906,644.190705128205,0,15393.591603001,4.01068376068376,18.9154286316773,1.44228231837607,20.3138354700855,0.00228053774928775,16.5557759081197,112,0.96397,2194.8,75.37,89,4602,7.6,34.64,100,721229.34,23807.58,745036.92,15,20.75,7.43,23.08,37.74,53.64,1.09,0,39,52.44,6.35,4,95,3.6,22.19,93,37.52,43.5897435897436,40.6,-0.37,19.2256341789052,18.7,2.18642,1.15264840884433,3.0636,20.8,82,91,85.44,23.28,42.7,6.1,68,98,94,35,100,100,94,90,85,100
"32","China",63.42,87.75,30,3429.8,19.55,3.39,0,1.53,7078.89,731.44,6.32,7,77,44,37.06,0.84,1.88,0.75,2.68,2.08,3.9,2.08,1.2,1.7,1.36,38,1.83,0.72,0.69,6.98,0.86,731.44,2.19,200.278616586434,-42.8,31,210.912505867745,70.8231834894489,10.19,0.214444786364743,2,0,1.07222393182371,9326410,5.5931853735789,0,8696,19,-0.0327536854759884,17.8797629527332,0.00997168256596054,1972.03425541017,0.00396722854774774,0.041280621375213,0.000536111965911857,0.163664260953572,4610.49791614137,3846.2522020799,0,14117.8288639643,3.70390536122688,9.09641216397306,0.410948478567852,136.982826189284,2.97895974978582,102.146756837792,81,0.59776,2898.9,69.86,70,209171,4.6,2,40,9198093.51,49899.19,9247992.7,30,38.02,6.8,20.25,27.3,35.55,1.09,15.66,11,40.67,0,11,77,7.8,7.29,99,12.61,36.8560105680317,21.6,-0.06,34.5026178010471,6.2,18.6837,0.893843530016213,14.535,17.1,24,96,31.62,36.72,48.9,22.4,94,99,98,89,100,100,100,92,96,87
"33","C<f4>te d'Ivoire",18.83,64.28,93,30.86,1.84,1.23,0,21.31,4026.66,219.89,16.62,5,84,40,41.48,0.8,8.4,0.52,0.2,0.05,0,0.53,-3.1,5.2,1.6,191,0.1,0.554934210526316,1.39,3.95,0,219.89,0.66,187.999178032687,-8.6,26,4.54783072189073,18.4782615468513,5.106,0,0,0,0,318000,12.2861635220126,0,1752,5,0.196725155909198,11.6163522012579,3.6468062016144,220.125786163522,0.0408805031446541,0.421383647798742,0.00628930817610063,0.158490566037736,92.425081509434,369.811320754717,0,100401.85540627,0.144308176100629,2.61006766518943,0.976433962264151,46.4968553459119,0.946540880503145,73.6517189460477,88,0.19199,372.88,46.14,23,8716,1.4,4.15,61,320328.85,319.6,320648.44,93,100,2.24,8.26,16.28,4,0.31,0,63,0,0,15,84,16.9,17.41,62,7,38.8888888888889,9.9,-0.56,3.72670807453416,6.2,0.912647,2.57976528304012,23.113,22.4,40,68,45.78,18.6,49.4,27.4,62,100,100,100,93,100,95,7,82,38
"34","Cameroon",20.11,84.58,77,41.34,0,0.34,0,19.87,2299.54,177.77,38.59,5,63,48,18.75,0.62,19.8,0.17,0.08,1.26,0,0.41,-0.9,4.88,1.24,166,0.13,0.01,1.11,2.47,0.06,177.77,0.43,126.047991034623,-3.2,7,13.770005156139,15.0227697614379,4.756,49.4198538891276,0,0,0,465400,13.7301246239794,0,4095,6,0.273211834055852,4.3854748603352,0.111731843575419,569.402664374731,0.0171895143962183,0.515685431886549,0.00214868929952729,0.073700042973786,321.423979372583,76.9230769230769,0,103244.809236675,0.110184787279759,9.6032239363988,0.226890846583584,32.4129780833691,0.290073055436184,18.3636186770428,76,0.066299,56.21,53.96,31,7376,1.8,2.94,49,465765.23,42.71,465807.94,77,7.75,2.17,9.29,26.46,16.49,0.1,0,92,0,0,27,63,8,42.81,99,4.93,13.4328358208955,42.4,-0.65,37.2631578947368,4.4,0.149254,2.4723418335842,15.385,51.3,22,43,48.06,19.45,67.7,15.8,90,100,95,100,99,100,99,85,96,53
"35","Democratic Republic of the Congo",17.65,50.95,100,35.12,0,0.41,0,28.41,2139.05,161.57,76.65,6,46,29,15.77,0.66,30.36,0.16,0,0.09,0,0.11,-0.4,6.84,0.62,205,0.07,0.12,1.15,2.31,0,161.57,0.06,302.35405608632,-46.4463276836158,32.5446327683616,0.507425314203092,0.250328970549822,8.836,12.791954301846,0,0.297734705555556,0,2267050,4.81727354932622,0,5110,9,-0.184455707306584,0.610926093381266,0.025583908603692,546.966321872036,0.00396991685229704,0.0754284201936437,0,0.624629737420906,51.560041463576,3.4758827551223,0,33938.8522694896,7.24428939092952,0.0314360354469465,0.387339494056152,22.7846761209501,0.0233783992413048,714.984745762712,76.1277777777778,0.025975,8.96,50.82,18,9422,2.9,2.88,49,2313414.38,467.54,2313881.92,100,0.19,3.01,8.89,6.19,25.84,0.06,0,211,0,0,75,46,8.3,73.89,54,1.42,0,60.7,-0.67,7.48823277706461,4.3,0.0385027,3.19391712102217,3.4759,59.6,3,18,29.98,8.08,49.8,4.2,79,96,96,99,95,100,90,17,84,56
"36","Congo",12.56,90.43,100,19.22,0,0.08,0,9.92,4237.83,206.9,22.88,4,46,9,25.89,0.8,543.29,0.22,0.14,0.24,0,0.61,-0.1,6.29,0.8,108,0.03,0,1.13,4.48,0,206.9,0.53,228.852277224214,-18.6,21.2,1.62598352517442,2.15842603885493,7.496,0,0,0,0,341500,16.7174231332357,0,903,5,0.0911583401357558,4.00585651537335,0.102489019033675,3525.62225475842,0.0585651537335286,0.152269399707174,0,0.0374816983894583,13.9119765739385,10.8345534407028,0,278221.609023561,0.0432210834553441,29.3997071742313,0.120650073206442,8.61786237188873,0.0546608101512933,3.87614634146341,51,0.39884,285.71,48.36,32,407,4,3.54,55,343234.65,21.4,343256.06,100,0,0.67,7.5,0,76.27,0.11,0.43,179,0,0,30,46,15.8,20.75,61,5.04,25.5813953488372,67.8,-0.21,2.33918128654971,4.5,0.0180261,2.2386391052367,0.63836,64.6,24,18,61.68,25.18,47.4,1.2,15,100,100,88,89,99,47,4,68,6
"37","Colombia",36.51,24.88,36,8.2,2.82,0.19,0.14,1.86,3805.26,164.79,32.07,4,92,86,19.22,0.78,90.58,0.52,0.32,0.76,0.2,2.46,-0.4,2.58,1.51,23,1.39,1.01,0.72,4.12,0.32,164.79,1.39,157.016567976251,-129.8,44.2,5.35697484923382,10.5851080465961,3.276,104.938865890055,2,0.340483,3.85096755559834,1038700,11.4354481563493,0,5775,5,-0.0711012824470067,18.0841436410898,0.0404351593337826,1873.49571579859,0.0471743525560797,0.332145951670357,0.0067391932222971,0.108780206026764,261.607162799653,533.118320978146,0,174150.706295078,0.237123327235968,0,0.774139790122268,40.7441994801194,0.561599435191425,21.5423544433095,88,0.43083,2885.9,70.29,71,8564,2.3,2.75,47,1141177.03,316.15,1141493.18,36,30.19,4.59,10.86,29.8,51.68,1.48,0,48,0.44,0.12,13,92,72.3,29.3,100,23.33,0,53.5,-0.49,17.7816901408451,8.2,0.419128,1.67247586061009,3.9617,47.8,30,81,73.48,14.41,29.2,8.2,50,100,100,88,91,100,94,98,90,40
"38","Comoros",20.91,50.61,44.31875,16731.0132727273,13.5706060606061,7.94425925925926,0,5.25,1349.85,90.52,1.39,4,94,23,0,0.17,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,42.1457055214724,-4.3,6.8,2.54724137931034,79,39.3760810810811,0.16,0.996625766871166,1.4,0,90.52,0.11,287.105929529818,-58.4,22,0.515937263420987,2.97554021855582,3.59,0,0,0,0,2170,156.68202764977,300,2360,5,0.183738875932414,1877.38031268493,6.45161290322581,5518.2432458196,0,10.5990783410138,0,0.624629737420906,0.563133640552995,3637.70225810391,0,219123.361537023,0.244239631336406,0,17.8193832454895,274.747465437788,11.7511520737327,274.747465437788,32,1.41884610516129,1576.68641891892,66.2676774193548,31,120,2.7,0.99,20,1673.65,0,1673.65,45.1656050955414,100,4.59693333333333,14.9130322580645,13.036936416185,1.06,1.29,0,181,25.2959731543624,0,16.9328859060403,94,24.3,1.38,73,1.09,33.3333333333333,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,37.2,53.8,27,100,0,100,92,100,48,65,66,91
"39","Cape Verde",32.83,58.1812138728324,44.31875,16731.0132727273,13.5706060606061,0.02,0,1.61,925.17,56.83,0,3,80,42,0,1,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,4.08,9.3,4,2.54724137931034,38,39.3760810810811,0.554934210526316,0.97,0.98,0,56.83,0.32,310.037623233817,-7.4,1.2,25.326762505615,17.3774950863826,6.72,4215.22439871064,0,0,0,4033,239.275973220927,580,2829,3,-0.0211850288913943,1877.38031268493,2.72749814034218,5518.2432458196,0,1.98363501115795,0.247954376394743,0.272749814034218,15262.1212893628,3637.70225810391,0,1097349.96596997,0.163649888420531,0.297545251673692,17.8193832454895,100.461939003223,20.9934705347549,100.461939003223,41,1.41884610516129,1576.68641891892,66.2676774193548,70,84,1.7,1.16,23,4071.64,0,4071.64,45.1656050955414,0,4.59693333333333,14.9130322580645,13.036936416185,0.95,0,0,74,25.2959731543624,0,16.9328859060403,80,0.3,0,100,25.332323943662,100,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,74.4,20.8,13,66,52,32,75,73,62,34,51,100
"40","Costa Rica",40.11,37.82,58,4.88,0,1.24,0.05,0.43,4462.08,99.32,52.24,4,97,92,44.96,1,23.17,0.65,0.38,0.65,0,10.18,-0.8,2.1,1.91,6.86,1.73,1.03,1.05,4.19,1.15,99.32,1.38,284.029846545197,-305.4,46.6,1.13557417418767,4.26813031365887,3.728,2173.91304347826,1,0.483325,156.678417547983,51060,53.0356443399922,0,3810,2,0.152000958908463,91.4022718370544,0.665883274578927,20348.6094790443,0.293772032902468,2.99647473560517,0,0.702624363493929,722.654723854289,3184.68468468468,0,277941.008463368,0.499412455934195,0,6.38196239717979,78.7896592244418,20.1135918527223,78.7896592244418,69,0.36309,9017.9,76.69,66,767,5.4,1.73,35,51014.99,190.24,51205.24,58,47.71,2.17,6.83,34.08,0.11,5.92,0,49,0,2.77,6,97,25.6,49.63,100,16.04,42.8571428571429,34.9,-3.07,100,14.2,5.13345,1.68435583003958,9.8903,38.6,100,91,47.6,28,56.9,15,18,100,100,88,100,100,100,100,88,100
"41","Cuba",52.82,24.99,42,134.67,28.67,2.14,0,0.4,14968.22,262.59,1.83,4,91,98,29.52,0.9,2.28,0.62,3.74,0.33,0.01,0.09,1.3,1.63,1.53,9,0.47,0.44,1.48,8.20536144578313,0,262.59,2.76,235.323991248781,-76.2,34.6,0.74845988360864,27.5480987298219,4.076,0,0,0,0,109820,132.471316700055,210,2005,4,-0.0604405428278855,1877.38031268493,0.273174285193954,30504.4618466582,0.182116190129302,1.87579675833182,0.100163904571116,0.554161354944455,2390.59350610089,2107.08431979603,0,168066.061136231,2.43616827535968,81.2847927517756,2.03988344563832,101.994172281916,657.701573397486,101.994172281916,80,0.70233,552.81,76.19,93,4912,20.2,0.47,9,111198.91,2026.1,113225.02,42,86.1,13.14,35.48,81.03,1.36,6.34,0,-2,28.55,0,11,91,1.6,2.26,96,24.73,0,28.8,-1.24,53.5087719298246,17.2,13.7105,0.377185526077596,40.657,21.4,100,99,75.16,20.5970138888889,46,44.7,20,97,100,30,74,100,80,76,72,67
"42","Cyprus",45.08,55.24,24,191.32,0,0.14,15.24,0.27,6727.65,164.26,0,4,100,100,21.73,0.79,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0.14,46.11,3.7,1.56,2.54724137931034,6,39.3760810810811,0.554934210526316,1.36,7.68,1.52,164.26,8.21,319.318017191853,-25,12,48.1838163099525,9.17023602239562,12.14,0,1,0,0,9240,70.1298701298701,60,1951,6,0.180398440070967,1877.38031268493,2.70562770562771,5518.2432458196,4.11255411255411,1.08225108225108,0,1.19145021645022,4716.35071428571,3637.70225810391,0,408466.460362246,4.83658008658009,1568.3846017316,17.8193832454895,82.5635281385281,246.341991341991,139.292120238554,95,2.5927,2096.8,77.67,98,172,3.4,0.99,20,9273.16,0,9273.16,24,100,4.59693333333333,14.9130322580645,0,0.44,21.78,0,14,25.2959731543624,0,16.9328859060403,100,8.3,0,98,22.22,0,30.4293333333333,-0.617032258064516,100,7.37727272727273,77.7750165173611,0.596548091085667,15.476,12.7,47.7872340425532,90,56.26,18.03,74,18.6,19,100,2,15,100,100,100,92,66,6
"43","Czech Republic",44.2,38.54,0,100.93,2.56,2.28,0.38,0.09,9417.71,586.45,1.21,4.32624113475177,100,100,25.46,1,2,5,3.33,3.08,8.71,49.18,-0.109028571428571,1.18,4.24,5,0.13,0.03,1.33,9.29,3.76,586.45,12.48,376.129438929498,-18.6,19.6,274.865381941437,147.399936174971,8.23519272108843,0,0,0.297734705555556,0,77280,24.3400621118012,0,1487,4,0.07288927129776,423.304865424431,0.543478260869565,0,0.0129399585921325,0.5175983436853,0,1.66731366459627,5380.79126358696,4267.5983436853,10,616860.446235162,18.3774585921325,0.00646997929606625,43.0810041407868,132.556935817805,657.701573397486,139.292120238554,89,3.2637,1015.2,74.51,97,3426,5.2,3.22445859872611,40.343949044586,78600.63,0,78600.63,0,100,1.01,9.88,0,0,11.52,89.22,-10,0,73.58,0,80.2409375,16,2,100,29.84,28.8135593220339,30.4293333333333,0.01,100,15.8,16.8,-0.0775590067112343,43.129,34.1,0,96,74.66,27.54,49,44.3,97,100,100,97,78,47,97,100,89,18
"44","Germany",44.19,22.29,0,98.13,15.94,1.89,6.04,0.26,6382.07,79.76,3.75,5,100,100,0.9,0.02,2.53,4.49,2.23,4.5,8.38,132.41,0,1.3,4.26,5,0.01,0.42,1.69,6.04,1.86,79.76,10.57,357.385164165769,-20.6,31,585.403993025017,86.306793620253,15.418,0,0,0,0,349270,20.7432645231483,0,2965,10,-0.0496,1600.01145245798,0.209007358204255,17.1786869756922,0.114524579837948,0.191828671228562,0.00572622899189739,1.87860394537178,1.01205127838062,8632.29020528531,120,101922.553896319,10.3192372662983,0,117.702636928451,235.405273856902,50.2094845439536,34.3691699831076,251,2.7729,2414.5,76.74,100,12587,5.2,2.67,47,356026.24,539.38,356565.62,0,99.02,2.09,14.47,0,0.07,12.29,51.88,-9,1.79,64.47,1,100,31.7,3.54,97,46.3,59.6363636363636,26.3,0,31.4606741573034,26.9,43.243,0.280356602467556,34.664,31.6,15,45,87.3,19.95,52.2,36,100,100,100,43,46,43,87,100,77,21
"45","Djibouti",29.83,58.1812138728324,6,3.11,23.55,0,0,13.39,18184.84,213.06,0,1,80,50,0.2,0.01,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,42.1457055214724,0,5.9,2.54724137931034,143,39.3760810810811,0.9,1.61,17.46,0,213.06,0.58,249.047008849557,-11.6,34.2,7.74099145299145,22.9108376068376,6.902,0,0,0,0,21980,37.761601455869,0,2183,4,0.520217589156701,1877.38031268493,1.95632393084622,5518.2432458196,0,0.500454959053685,0,0.131483166515014,1786.20161387381,3637.70225810391,0,11793765.9708029,0.168334849863512,2.18562329390355,17.8193832454895,156.344520489146,0.955414012738854,139.292120238554,37,1.41884610516129,1576.68641891892,66.2676774193548,20,0,5.2,3.22445859872611,40.343949044586,20903.5,41.99,20945.49,6,0,4.59693333333333,14.9130322580645,0,5.03,0.15,0,96,25.2959731543624,0,16.9328859060403,80,0.5,0,34,0.88,60,30.4293333333333,-0.617032258064516,0,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,92,0,0,0,0,0,85,7,87,35,27,21
"46","Dominica",37.93,27.97,44.31875,16731.0132727273,13.5706060606061,0,0,6.56508379888268,4901.54,112.63,16.9,4.32624113475177,97,83,41.14,0,27.1595973154362,0.56,0.14,9.1,0,15.73,-0.7,1.87,2.54724137931034,15,39.3760810810811,1.06,0.996625766871166,4.41,0,112.63,1.32,343.242240578675,-46.4463276836158,32.5446327683616,77.6058665786044,52.5772330687518,8.23519272108843,677.032739024031,0.366120218579235,0.297734705555556,11.5416254276943,705265.190217391,98.5316745034571,205.078804347826,2762.1010989011,4.61413043478261,0.07288927129776,1877.38031268493,3.6468062016144,5518.2432458196,1.21624299471486,4.32435687855911,0.223582714310443,0.624629737420906,1786.20161387381,3637.70225810391,29.0434782608696,616860.446235162,7.24428939092952,3536.45315362602,17.8193832454895,156.344520489146,657.701573397486,139.292120238554,76.1277777777778,1.41884610516129,1576.68641891892,66.2676774193548,114,15,5.3,0.31,6,769.39,0,769.39,45.1656050955414,0,4.59693333333333,14.9130322580645,50,0,1.83,0,19,25.2959731543624,0,16.9328859060403,97,22.4,17.13,100,25.332323943662,37.7368539690158,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,32,20,2,100,55,99,93,100,9,48,63,34
"47","Denmark",43.55,22.75,0,85.17,2.27,2.91,1.18,0.35,5388.47,59.13,9.21,6,100,100,10.7,0.38,2.78,4.71,0.64,3.06,3.83,52.46,0.2,1.76,5.32,4,0,0.554934210526316,1.79,4.75,4.28,59.13,10.18,563.30617460178,-16.6,29.2,96.0623415975123,75.9830163845442,15.064,0,0,0,0,42430,126.89135045958,0,180,3,-0.0121906966474049,1366.2738628329,1.39052557152958,23.5682300259251,0.471364600518501,0.471364600518501,0,1.68423285411266,28413.4095340561,9339.87744520387,41,29322.5849258351,4.08814518029696,0,41.2911383455103,124.746641527221,48.5819781601068,124.746641527221,209,3.1725,1882.4,75.78,129,2746,6.6,20.42,100,42484.49,886.15,43370.64,0,100,0.51,11.63,0,0.55,21.19,54.88,-3,11.54,2.69,1,100,25.6,8.59,100,58.86,100,0.8,0,0,32,14.8333,0.307717158815485,55.951,10.7,100,84,85.26,20.06,28.5,64.7,100,100,100,42,75,14,100,100,79,100
"48","Dominican Republic",52.84,39.1,48,57.08,20.42,1.41,0,4.2,4699.42,378.42,4.88,4,93,57,29.18,1,2.23,0.06,0.64,0.45,0.1,17.58,0,3,1.69,38,3.1,0.86,0.8,4.39,0.02,378.42,3.01,188.170012103733,-106.2,40.6,1.59081338573339,5.43154524814348,3.342,0,0,0.620347,0,48380,40.7606448945845,570,3221,3,0.20067505758382,147.25093013642,0.537412153782555,38218.2720132286,0.496072757337743,1.28152128978917,0.165357585779248,0.260438197602315,1716.04363455974,1829.26829268293,0,345437.744027304,0.00289375775113683,44.9726638404299,4.91649441918148,175.589086399339,657.701573397486,175.589086399339,61,0.40925,955.88,70.82,59,1754,6.7,1.69,34,48092.01,0,48092.01,48,59.58,11.03,25,86.11,0.12,5.39,0,52,13.44,0,25,93,24.5,2.07,100,25.332323943662,77.7777777777778,25.1,-1.6,40.4255319148936,31.3,39.7143,1.64576200057495,32.038,28.4,100,80,64.36,25.95,51.8,36.3,27,100,100,89,100,100,91,60,83,15
